Price,Close,High,Low,Open,Volume,returns,volatility,ma_10,volume_ma,momentum,strategy
2022-04-13,166.8015899658203,167.42807423573976,163.24825626550123,163.8551587010773,70618900.0,0.01634263479231346,0.017022371973755297,168.39620361328124,79703060.0,-7.214385986328125,VWAP
2022-04-14,161.79953002929688,167.65325987659003,161.55480933143042,167.01697710019764,75329400.0,-0.02998808307251999,0.018487924299739344,167.4838851928711,76931070.0,-9.123184204101562,VWAP
2022-04-18,161.5841522216797,163.0818413516457,160.11582837374732,160.45842830966066,69023900.0,-0.0013311398838933286,0.018496695613776818,166.57939605712892,75958330.0,-9.044891357421875,VWAP
2022-04-19,163.86497497558594,164.27611889634176,160.44868355818875,161.5352440651779,67723800.0,0.014115386456817536,0.01701881113936507,165.49871368408202,75083870.0,-10.80682373046875,VWAP
2022-04-20,163.69854736328125,165.31371275678185,162.59242008519655,165.19623667762264,67929800.0,-0.0010156387130897393,0.016466840542990392,164.73224639892578,74536670.0,-7.6646728515625,VWAP
2022-04-21,162.90565490722656,167.90774603308134,162.4064301142371,165.34307817395856,87227800.0,-0.004843613268571634,0.01572620688075749,164.20267028808593,74353570.0,-5.2957611083984375,VWAP
2022-04-22,158.37342834472656,164.3250370614869,158.08955892864606,162.94482378114378,84882400.0,-0.02782117394930872,0.017404419289299984,163.1895294189453,75082340.0,-10.13140869140625,VWAP
2022-04-25,159.4404296875,159.72429911751857,155.11376965466397,157.71758646013552,96046400.0,0.006737249764215081,0.017702588229272165,162.48375549316407,77029430.0,-7.0577392578125,VWAP
2022-04-26,153.48880004882812,158.91180327087787,153.4104876456948,158.82370741856425,95623200.0,-0.037328233813324174,0.01957909615757357,161.60765533447267,79367080.0,-8.761001586914062,VWAP
2022-04-27,153.26365661621094,156.41564486229873,152.0987839265491,152.61759051221244,88063200.0,-0.0014668394863049938,0.018747690940387637,160.52207641601564,80246880.0,-10.855789184570312,VWAP
2022-04-28,160.1843719482422,161.04579354437072,155.57382764277364,155.88707729102595,130216800.0,0.045155619308767214,0.024120066489197338,159.8603546142578,86206670.0,-6.617218017578125,VWAP
2022-04-29,154.32083129882812,162.69028026576655,153.9292842451666,158.42235165998022,131747600.0,-0.036604948273659677,0.024993891913767902,159.11248474121095,91848490.0,-7.47869873046875,VWAP
2022-05-02,154.62428283691406,154.88857035171824,150.0333216240582,153.40067973909794,123055300.0,0.0019663679590886662,0.025061132096775077,158.41649780273437,97251630.0,-6.959869384765625,VWAP
2022-05-03,156.11219787597656,157.31623426694395,153.0189401124905,154.81028218380573,88966500.0,0.009622777300974494,0.024736262072642866,157.64122009277344,99375900.0,-7.752777099609375,VWAP
2022-05-04,162.51409912109375,162.964376768375,155.8968429541357,156.29818841895514,108256500.0,0.04100833459665454,0.028663255554359553,157.52277526855468,103408570.0,-1.1844482421875,VWAP
2022-05-05,153.45944213867188,160.61507214954577,151.67786848905013,160.38993331507154,130525300.0,-0.055716131901115906,0.03363182531293032,156.57815399169922,107738320.0,-9.446212768554688,TWAP
2022-05-06,154.1848602294922,156.30235682996496,151.1458596477854,152.93984857664353,116124600.0,0.004727099751638653,0.032790101549452666,156.15929718017577,110862540.0,-4.188568115234375,TWAP
2022-05-09,149.067626953125,152.76344175992415,148.50885169375428,151.88114377776745,131577900.0,-0.033188947791310874,0.03399110345997382,155.12201690673828,114415690.0,-10.372802734375,TWAP
2022-05-10,151.46934509277344,153.6554710112095,149.92043660074285,152.4594785674708,115366700.0,0.016111601081592708,0.03272773814883944,154.92007141113282,116390040.0,-2.0194549560546875,TWAP
2022-05-11,143.61703491210938,152.39090538432075,142.94061098912724,150.47928231405317,142689800.0,-0.05184091986305617,0.03649511404659336,153.95540924072264,121852700.0,-9.646621704101562,TWAP
2022-05-12,139.75454711914062,143.32291464808353,136.06854586723028,139.9604210928437,182602000.0,-0.026894356893891525,0.03215496794757796,151.9124267578125,127091220.0,-20.429824829101562,TWAP
2022-05-13,144.21499633789062,145.18551933414366,140.29371306035543,141.74458368466105,113990900.0,0.0319163083470011,0.03384167553003738,150.90184326171874,125315550.0,-10.1058349609375,TWAP
2022-05-16,142.67591857910156,144.61696502202452,141.3426813570236,142.68573136301794,86643800.0,-0.010672106215521837,0.03373745108030688,149.7070068359375,121674400.0,-11.9483642578125,TWAP
2022-05-17,146.3031005859375,146.8226694807634,143.7934664467187,145.9305738468132,78336300.0,0.025422524298134963,0.03497530493053028,148.7260971069336,120611380.0,-9.809097290039062,TWAP
2022-05-18,138.04876708984375,144.46005783667513,137.14685888931075,143.96009966859182,109742900.0,-0.05641940234373366,0.03400912066551805,146.2795639038086,120760020.0,-24.46533203125,TWAP
2022-05-19,134.64707946777344,138.87226008655338,133.91183880440775,137.12729010884627,136095600.0,-0.024641202480689017,0.031249714555766965,144.39832763671876,121317050.0,-18.812362670898438,TWAP
2022-05-20,134.88232421875,137.9311222550243,130.00033122355916,136.3528052981394,137426100.0,0.0017471210805790616,0.031080425570308833,142.46807403564452,123447200.0,-19.302536010742188,TWAP
2022-05-23,140.29371643066406,140.4407585737006,134.941158046499,135.07840236616943,117726300.0,0.040119357693880975,0.034234500839216184,141.59068298339844,122062040.0,-8.773910522460938,TWAP
2022-05-24,137.59783935546875,139.17615657107172,134.62746828487894,138.03898075989613,104132700.0,-0.019215950249116598,0.03357115892972525,140.20353240966796,120938640.0,-13.871505737304688,TWAP
2022-05-25,137.75469970703125,138.99969650386015,135.61759232548434,135.7058176181396,92482700.0,0.001139991385745942,0.030064843508733577,139.61729888916017,115917930.0,-5.862335205078125,TWAP
2022-05-26,140.95054626464844,141.49952360823443,134.44121569632296,134.68629593603174,90601500.0,0.023199546472199684,0.02995312510368198,139.73689880371094,106717880.0,1.1959991455078125,VWAP
2022-05-27,146.6951904296875,146.73439667634008,142.4013809336445,142.5288274126525,90978500.0,0.040756451942037364,0.031068132532838976,139.98491821289062,104416640.0,2.480194091796875,TWAP
2022-05-31,145.9109649658203,147.69515625482543,143.95032308788612,146.13644955191023,103718400.0,-0.005345952117244646,0.03086903096030775,140.3084228515625,106124100.0,3.23504638671875,TWAP
2022-06-01,145.7835235595703,148.75389460714223,144.7737792988703,146.95009283292427,74286600.0,-0.0008734189804026071,0.029818214173904272,140.25646514892577,105719130.0,-0.5195770263671875,VWAP
2022-06-02,148.23431396484375,148.29313081917098,143.96991252402043,144.920824891666,72348100.0,0.016811161820162734,0.02250554174753756,141.27501983642577,101979650.0,10.185546875,VWAP
2022-06-03,142.51905822753906,145.05808578629097,141.6171647882395,144.0091352358549,88570300.0,-0.03855555157532664,0.02499681073939463,142.06221771240234,97227120.0,7.871978759765625,VWAP
2022-06-06,143.26409912109375,145.64628674294468,142.04849579123675,144.13658414441952,71598400.0,0.005227657990590995,0.02495554774161259,142.90039520263673,90644350.0,8.38177490234375,VWAP
2022-06-07,145.7835235595703,146.06781003090646,141.26424373812603,141.50932395629872,67808200.0,0.017585874297419313,0.022457483464704244,143.44937591552736,85652540.0,5.48980712890625,VWAP
2022-06-08,145.0482940673828,146.92069570984725,144.5581335933167,145.65608826850138,53950200.0,-0.0050432962123259095,0.021238573002266378,144.19442138671874,80634290.0,7.4504547119140625,VWAP
2022-06-09,139.8329620361328,145.03846322934638,139.7251261469218,144.1855888973648,69473000.0,-0.03595583157170534,0.02499096616468684,144.4022476196289,78333320.0,2.0782623291015625,VWAP
2022-06-10,134.431396484375,137.98995082700978,134.36276684809005,137.51940103001422,91437900.0,-0.03862870007975694,0.026693341878837023,143.75033264160157,78416960.0,-6.5191497802734375,VWAP
2022-06-13,129.28472900390625,132.53938671229503,128.85338540144875,130.25523715092532,122207100.0,-0.03828471335613137,0.023325682181878745,142.00928649902343,81539820.0,-17.41046142578125,VWAP
2022-06-14,130.1473846435547,131.25515193955982,128.8925752102517,130.51011351307002,84784300.0,0.006672525411894448,0.02402334855241426,140.43292846679688,79646410.0,-15.763580322265625,VWAP
2022-06-15,132.76487731933594,134.63729418113485,129.55923814253225,131.64731188113106,91533000.0,0.02011175778099572,0.025862522170675226,139.13106384277344,81371050.0,-13.018646240234375,VWAP
2022-06-16,127.50052642822266,129.78467578709342,126.50059498012912,129.48077871917013,108123900.0,-0.03965168346784276,0.025763167607527625,137.05768508911132,84948630.0,-20.733787536621094,VWAP
2022-06-17,128.9710235595703,130.4611156124141,127.25546187351353,127.5103548974603,134520300.0,0.011533263214999145,0.025466941936181924,135.70288162231446,89543630.0,-13.54803466796875,VWAP
2022-06-21,133.1961669921875,134.36275100339577,130.696361206463,130.7943843000857,81000500.0,0.03276040862516405,0.028554452593049878,134.69608840942382,90483840.0,-10.06793212890625,VWAP
2022-06-22,132.68646240234375,135.04902480535304,131.27479767249656,132.1374700396713,73409200.0,-0.0038267211538726142,0.02728995440561202,133.38638229370116,91043940.0,-13.097061157226562,VWAP
2022-06-23,135.54896545410156,135.8626603415122,132.9609190593017,134.12750324123766,72433800.0,0.021573437108285187,0.028968517708799043,132.43644943237305,92892300.0,-9.49932861328125,VWAP
2022-06-24,138.8722686767578,139.1173489130396,137.01946268880786,137.14689423988725,89116800.0,0.024517363238611756,0.02841270636892585,132.34038009643555,94856680.0,-0.960693359375,VWAP
2022-06-27,138.8722686767578,140.6662578013618,138.19584483125837,139.89179587794544,70207900.0,0.0,0.02505337275215736,132.78446731567382,92733680.0,4.4408721923828125,VWAP
2022-06-28,134.73526000976562,140.59757276365806,134.61762632941807,139.33296582440792,67083400.0,-0.02979002724166324,0.023578243026908707,133.32952041625975,87221310.0,5.450531005859375,VWAP
2022-06-29,136.49008178710938,137.90174634957765,133.98046254650382,134.75492447437682,66242400.0,0.013024220810621934,0.023731617284530375,133.96379013061522,85367120.0,6.3426971435546875,VWAP
2022-06-30,134.0294647216797,135.64698810352084,131.1375212724895,134.5490335635321,98964500.0,-0.01802780856463726,0.024099519130374714,134.09024887084962,86110270.0,1.26458740234375,VWAP
2022-07-01,136.19598388671875,136.3038197907336,132.9903451154339,133.36285690870372,71051600.0,0.016164499123666465,0.01963375108260129,134.9597946166992,82403040.0,8.695457458496094,VWAP
2022-07-05,138.77418518066406,138.82320420357954,134.23529590349486,135.05877659635996,73353800.0,0.018930083107955298,0.019968661697281724,135.9401107788086,76286390.0,9.80316162109375,VWAP
2022-07-06,140.10743713378906,141.28381901974345,138.30365057809186,138.56834136394644,74064300.0,0.009607348451654119,0.017959770970951847,136.63123779296876,75592770.0,6.9112701416015625,VWAP
2022-07-07,143.46998596191406,143.66604717243726,140.4603932776671,140.47019110271424,66253700.0,0.02399978828328786,0.018548853850089836,137.70959014892577,74877220.0,10.783523559570312,VWAP
2022-07-08,144.14637756347656,144.64635079248632,142.1465295229667,142.40140757015126,64547800.0,0.004714516398865776,0.01793404584946404,138.56933135986327,74088620.0,8.597412109375,VWAP
2022-07-11,142.01907348632812,143.7542455393016,140.95052737444695,142.8033331399919,63141600.0,-0.014757943370527271,0.017804741157931524,138.8840118408203,71491100.0,3.1468048095703125,VWAP
2022-07-12,142.9896240234375,145.52865186539117,142.19556639366533,142.89158593841137,77588800.0,0.00683394499966794,0.01783409286585542,139.29574737548828,72229190.0,4.1173553466796875,VWAP
2022-07-13,142.6269073486328,143.56800712971256,139.3232154144063,140.17610485424197,71185600.0,-0.002536664301916347,0.013903956436462573,140.084912109375,72639410.0,7.8916473388671875,VWAP
2022-07-14,145.54824829101562,146.01879814456234,140.4309718883509,141.244640047542,78140700.0,0.02048239702233734,0.014521144120066009,140.99072875976563,73829240.0,9.05816650390625,VWAP
2022-07-15,147.2147979736328,147.89122183493336,145.28356446993823,146.83247339444262,76259900.0,0.011450152799400426,0.011696866129337881,142.30926208496095,71558780.0,13.185333251953125,VWAP
2022-07-18,144.17579650878906,148.58724039251226,143.81306761767442,147.77357228115997,81420900.0,-0.02064331511963935,0.014754467801625247,143.10724334716798,72595710.0,7.9798126220703125,VWAP
2022-07-19,148.02847290039062,148.25394254490203,144.01896354895925,145.0090823866063,82982400.0,0.026722074612341107,0.015699916274411117,144.0326721191406,73558570.0,9.254287719726562,VWAP
2022-07-20,150.0283203125,150.69494637561027,147.41086501912858,148.14610577429508,64823400.0,0.01350988342259729,0.01583128188960898,145.0247604370117,72634480.0,9.920883178710938,VWAP
2022-07-21,152.29286193847656,152.50853373902038,148.94996398855773,151.45958316742,65086600.0,0.01509409437671283,0.014995757731793305,145.90704803466798,72517770.0,8.8228759765625,VWAP
2022-07-22,151.05763244628906,153.2045374479934,150.3910214648786,152.3320525114364,66675400.0,-0.008110882391103247,0.015659926257402132,146.59817352294922,72730530.0,6.9112548828125,VWAP
2022-07-25,149.94009399414062,151.98896129458768,149.28328071900498,150.97923186102722,53623900.0,-0.00739809325785501,0.014787001864902977,147.39027557373046,71778760.0,7.9210205078125,VWAP
2022-07-26,148.6166229248047,150.07729118277658,147.83236337932289,149.26362321320852,55138700.0,-0.00882666559744627,0.015449240839906056,147.95297546386718,69533750.0,5.6269989013671875,VWAP
2022-07-27,153.70452880859375,154.23391054533735,149.16565257909815,149.57738561961435,78620700.0,0.03423510630007631,0.0179078472830225,149.06073760986328,70277260.0,11.077621459960938,VWAP
2022-07-28,154.25347900390625,154.53776544520662,151.37133354934207,153.89075014754778,81378700.0,0.003571464026255855,0.017351384575755545,149.93126068115234,70601060.0,8.705230712890625,VWAP
2022-07-29,159.3119354248047,160.409904944982,156.36117506106663,158.0669387195233,101786900.0,0.03279314316645232,0.01930440965284656,151.14097442626954,73153760.0,12.097137451171875,VWAP
2022-08-01,158.3316192626953,160.3706884793457,157.72382510643268,157.84145882480365,67829400.0,-0.006153438281289891,0.017352818915234786,152.55655670166016,71794610.0,14.15582275390625,VWAP
2022-08-02,156.8611602783203,159.21393969022574,156.48864846428177,156.94940053816907,59907000.0,-0.009287209915634698,0.017126718621893727,153.43982543945313,69487070.0,8.832687377929688,VWAP
2022-08-03,162.86070251464844,163.3116417148104,157.58657171952115,157.67479700322565,82507500.0,0.038247468179395616,0.01990270612767519,154.72306365966796,71255480.0,12.832382202148438,VWAP
2022-08-04,162.54696655273438,163.8998138528489,161.19411925261988,162.74302769340886,55474100.0,-0.001926406782420953,0.019995763616116644,155.74847412109375,70294230.0,10.254104614257812,VWAP
2022-08-05,162.3212127685547,162.81205403488926,160.01425282506756,160.22041274781424,56697000.0,-0.0013888526434385762,0.019550020027617045,156.8748321533203,69296390.0,11.263580322265625,VWAP
2022-08-08,161.84999084472656,164.7361398246356,161.19226535966965,163.32251461167718,60276900.0,-0.0029030212120212395,0.019221219949846585,158.0658218383789,69961690.0,11.909896850585938,VWAP
2022-08-09,161.89907836914062,162.78260161908204,160.2596703687026,161.01557009848565,63135500.0,0.0003032902514104041,0.018546807005583647,159.3940673828125,70761370.0,13.282455444335938,VWAP
2022-08-10,166.13995361328125,166.23811287684435,163.8428051524665,164.60851631297595,70170500.0,0.026194560752663243,0.017461703718399505,160.63760986328126,69916350.0,12.4354248046875,VWAP
2022-08-11,165.40370178222656,167.85790820975464,165.10919401506573,166.9449356294848,57149200.0,-0.004431515809667497,0.01786320558967541,161.75263214111328,67493400.0,11.150222778320312,VWAP
2022-08-12,168.9475860595703,169.01629605421468,166.29703098384925,166.70935086886797,68039400.0,0.021425664837959157,0.016347037457341174,162.71619720458983,64118650.0,9.635650634765625,VWAP
2022-08-15,170.0176239013672,170.2139574393794,168.21133138479297,168.37821564106778,54091700.0,0.006333549160149499,0.01578199491437621,163.88479766845703,62744880.0,11.686004638671875,VWAP
2022-08-16,169.8605499267578,170.52810192661653,168.51564947224608,169.61512926108554,56377100.0,-0.0009238687790419364,0.01501061695696851,165.1847366333008,62391890.0,12.9993896484375,VWAP
2022-08-17,171.3527069091797,172.92339013736907,169.4089794863745,169.60531301748716,79542000.0,0.008784599973715279,0.010709564813230632,166.0339370727539,62095340.0,8.49200439453125,VWAP
2022-08-18,170.95999145507812,171.696253287321,169.94885973714076,170.56732446959606,62290100.0,-0.0022918543931127466,0.010736971309858078,166.87523956298827,62776940.0,8.41302490234375,VWAP
2022-08-19,168.37820434570312,170.55754092380556,168.1720444080825,169.86053968443733,70346300.0,-0.015101703547133138,0.012405301833414588,167.48093872070314,64141870.0,6.0569915771484375,VWAP
2022-08-22,164.50057983398438,166.74862666169574,164.07844847706937,166.58174239756778,69026800.0,-0.023029254450044334,0.01497011427881189,167.7459976196289,65016860.0,2.6505889892578125,VWAP
2022-08-23,164.1667938232422,165.61969500518398,163.597416059393,164.0195474098714,54147100.0,-0.0020290871380456155,0.015012857783241811,167.97276916503907,64118020.0,2.2677154541015625,VWAP
2022-08-24,164.46128845214844,165.03066617037743,163.2047358944321,164.25514348994625,53841500.0,0.0017938745226597774,0.01228758399860047,167.80490264892578,62485120.0,-1.6786651611328125,VWAP
